estudiante_id,materia,trimestre,calificacion,asistencia_porcentaje,participacion_clase
EST299,Inglés,2,7.5,95,Baja
EST299,Educación Física,2,9.3,89,Alta
EST299,Matemáticas,3,6.6,87,Baja
EST299,Lengua,3,9.0,98,Alta
EST299,Ciencias,3,6.0,82,Baja
EST299,Historia,3,8.0,89,Alta
EST299,Inglés,3,7.9,92,Media
EST299,Educación Física,3,9.6,97,Alta
EST300,Matemáticas,1,5.8,83,Baja
EST300,Lengua,1,5.6,88,Media
EST300,Ciencias,1,7.0,86,Baja
EST300,Historia,1,5.9,88,Baja
EST300,Inglés,1,7.8,98,Media
EST300,Educación Física,1,7.5,95,Baja
EST300,Matemáticas,2,5.5,79,Baja
EST300,Lengua,2,6.0,90,Media
EST300,Ciencias,2,7.4,99,Media
EST300,Historia,2,5.5,83,Baja
EST300,Inglés,2,6.0,86,Baja
EST300,Educación Física,2,7.0,81,Media
EST300,Matemáticas,3,5.5,75,Media
EST300,Lengua,3,6.4,90,Media
EST300,Ciencias,3,7.5,94,Media
EST300,Historia,3,6.0,75,Media
EST300,Inglés,3,6.8,89,Media
EST300,Educación Física,3,8.2,89,Media
EST301,Matemáticas,1,5.1,76,Baja
EST301,Lengua,1,5.6,83,Media
EST301,Ciencias,1,6.3,89,Alta
EST301,Historia,1,6.9,82,Media
EST301,Inglés,1,7.4,98,Media
EST301,Educación Física,1,5.4,79,Baja
EST301,Matemáticas,2,9.3,86,Media
EST301,Lengua,2,7.3,94,Media
EST301,Ciencias,2,6.0,81,Media
EST301,Historia,2,7.3,98,Baja
EST301,Inglés,2,5.5,80,Baja
EST301,Educación Física,2,9.1,97,Alta
EST301,Matemáticas,3,7.6,85,Baja
EST301,Lengua,3,7.1,93,Media
EST301,Ciencias,3,4.9,64,Alta
EST301,Historia,3,7.9,98,Media
EST301,Inglés,3,8.4,89,Alta
EST301,Educación Física,3,7.8,87,Baja
EST302,Matemáticas,1,5.5,75,Alta
EST302,Lengua,1,7.2,94,Media
EST302,Ciencias,1,5.9,76,Baja
EST302,Historia,1,4.3,76,Baja
EST302,Inglés,1,5.8,84,Media
EST302,Educación Física,1,4.5,69,Alta
EST302,Matemáticas,2,4.7,76,Media
EST302,Lengua,2,6.5,85,Alta
EST302,Ciencias,2,6.6,81,Media
EST302,Historia,2,6.2,86,Media
EST302,Inglés,2,5.3,87,Baja
EST302,Educación Física,2,6.1,84,Media
EST302,Matemáticas,3,6.1,76,Alta
EST302,Lengua,3,5.2,76,Media
EST302,Ciencias,3,6.0,81,Baja
EST302,Historia,3,5.1,77,Media
EST302,Inglés,3,4.0,76,Baja
EST302,Educación Física,3,7.3,100,Baja
EST303,Matemáticas,1,6.5,81,Media
EST303,Lengua,1,8.2,87,Alta
EST303,Ciencias,1,7.0,81,Media
EST303,Historia,1,7.4,87,Media
EST303,Inglés,1,7.0,86,Media
EST303,Educación Física,1,9.1,92,Alta
EST303,Matemáticas,2,7.7,90,Media
EST303,Lengua,2,7.2,88,Media
EST303,Ciencias,2,6.8,77,Media
EST303,Historia,2,7.7,93,Baja
EST303,Inglés,2,5.8,75,Baja
EST303,Educación Física,2,8.8,85,Alta
EST303,Matemáticas,3,8.0,99,Alta
EST303,Lengua,3,9.4,98,Alta
EST303,Ciencias,3,7.9,96,Baja
EST303,Historia,3,8.4,90,Alta
EST303,Inglés,3,7.4,88,Baja
EST303,Educación Física,3,8.0,99,Baja
EST304,Matemáticas,1,9.2,100,Alta
EST304,Lengua,1,6.8,75,Media
EST304,Ciencias,1,7.0,90,Baja
EST304,Historia,1,8.4,100,Alta
EST304,Inglés,1,6.8,84,Alta
EST304,Educación Física,1,6.3,90,Media
EST304,Matemáticas,2,7.8,86,Alta
EST304,Lengua,2,8.2,89,Alta
EST304,Ciencias,2,6.7,81,Media
EST304,Historia,2,5.7,81,Baja
EST304,Inglés,2,6.3,89,Baja
EST304,Educación Física,2,7.6,98,Baja
EST304,Matemáticas,3,6.1,87,Media
EST304,Lengua,3,6.2,86,Media
EST304,Ciencias,3,5.8,87,Baja
EST304,Historia,3,6.4,84,Media
EST304,Inglés,3,5.4,80,Baja
EST304,Educación Física,3,7.3,89,Baja
EST305,Matemáticas,1,7.1,99,Media
EST305,Lengua,1,7.4,90,Alta
EST305,Ciencias,1,7.6,85,Media
EST305,Historia,1,7.6,94,Media
EST305,Inglés,1,7.6,100,Media
EST305,Educación Física,1,8.5,87,Baja
EST305,Matemáticas,2,7.1,87,Media
EST305,Lengua,2,7.5,89,Media
EST305,Ciencias,2,7.8,91,Media
EST305,Historia,2,8.0,95,Alta
EST305,Inglés,2,8.3,95,Alta
EST305,Educación Física,2,8.0,91,Media
EST305,Matemáticas,3,8.0,97,Media
EST305,Lengua,3,6.9,83,Media
EST305,Ciencias,3,7.5,97,Baja
EST305,Historia,3,5.9,82,Baja
EST305,Inglés,3,7.5,100,Media
EST305,Educación Física,3,10.0,98,Alta
EST306,Matemáticas,1,5.3,85,Media
EST306,Lengua,1,7.0,90,Baja
EST306,Ciencias,1,6.7,76,Media
EST306,Historia,1,7.0,79,Alta
EST306,Inglés,1,7.2,97,Media
EST306,Educación Física,1,7.4,85,Media
EST306,Matemáticas,2,6.5,78,Media
EST306,Lengua,2,7.3,86,Baja
EST306,Ciencias,2,7.1,98,Baja
EST306,Historia,2,7.7,97,Media
EST306,Inglés,2,8.1,87,Baja
EST306,Educación Física,2,5.9,76,Baja
EST306,Matemáticas,3,6.3,89,Media
EST306,Lengua,3,6.6,84,Baja
EST306,Ciencias,3,7.7,92,Media
EST306,Historia,3,7.4,87,Media
EST306,Inglés,3,6.7,76,Media
EST306,Educación Física,3,6.7,83,Media
EST307,Matemáticas,1,6.5,88,Media
EST307,Lengua,1,6.7,75,Media
EST307,Ciencias,1,7.1,98,Media
EST307,Historia,1,6.7,84,Media
EST307,Inglés,1,8.3,85,Media
EST307,Educación Física,1,7.7,92,Alta
EST307,Matemáticas,2,7.4,96,Media
EST307,Lengua,2,6.9,82,Alta
EST307,Ciencias,2,6.1,89,Media
EST307,Historia,2,6.3,79,Alta
EST307,Inglés,2,7.1,98,Media
EST307,Educación Física,2,7.7,98,Media
EST307,Matemáticas,3,7.5,97,Baja
EST307,Lengua,3,6.7,78,Media
EST307,Ciencias,3,6.8,81,Media
EST307,Historia,3,5.9,86,Alta
EST307,Inglés,3,5.6,80,Baja
EST307,Educación Física,3,7.9,90,Alta
EST308,Matemáticas,1,4.9,76,Alta
EST308,Lengua,1,7.2,91,Media
EST308,Ciencias,1,8.7,95,Alta
EST308,Historia,1,5.8,75,Baja
EST308,Inglés,1,6.6,78,Alta
EST308,Educación Física,1,7.7,100,Media
EST308,Matemáticas,2,5.3,90,Media
EST308,Lengua,2,7.0,91,Baja
EST308,Ciencias,2,6.4,75,Baja
EST308,Historia,2,6.7,84,Alta
EST308,Inglés,2,7.5,95,Media
EST308,Educación Física,2,6.5,77,Baja
EST308,Matemáticas,3,7.3,97,Media
EST308,Lengua,3,5.7,89,Alta
EST308,Ciencias,3,7.1,86,Alta
EST308,Historia,3,6.5,76,Alta
EST308,Inglés,3,6.5,80,Media
EST308,Educación Física,3,8.2,100,Alta
EST309,Matemáticas,1,6.0,75,Baja
EST309,Lengua,1,5.8,75,Media
EST309,Ciencias,1,6.4,77,Media
EST309,Historia,1,6.3,76,Media
EST309,Inglés,1,5.2,86,Media
EST309,Educación Física,1,5.6,82,Baja
EST309,Matemáticas,2,5.4,75,Media
EST309,Lengua,2,6.3,75,Media
EST309,Ciencias,2,6.1,83,Media
EST309,Historia,2,7.7,98,Alta
EST309,Inglés,2,5.0,90,Baja
EST309,Educación Física,2,6.3,84,Baja
EST309,Matemáticas,3,5.1,77,Baja
EST309,Lengua,3,7.2,94,Media
EST309,Ciencias,3,4.3,75,Media
EST309,Historia,3,4.7,77,Baja
EST309,Inglés,3,5.3,86,Media
EST309,Educación Física,3,6.5,77,Media
EST310,Matemáticas,1,9.5,98,Alta
EST310,Lengua,1,6.6,81,Media
EST310,Ciencias,1,6.5,82,Media
EST310,Historia,1,7.9,98,Media
EST310,Inglés,1,8.1,97,Media
EST310,Educación Física,1,7.8,92,Alta
EST310,Matemáticas,2,8.6,100,Alta
EST310,Lengua,2,6.7,84,Media
EST310,Ciencias,2,7.0,81,Media
EST310,Historia,2,6.5,84,Media
EST310,Inglés,2,7.0,85,Baja
EST310,Educación Física,2,8.0,85,Media
EST310,Matemáticas,3,8.0,86,Media
EST310,Lengua,3,7.8,97,Media
EST310,Ciencias,3,8.6,93,Alta
EST310,Historia,3,8.0,91,Alta
EST310,Inglés,3,6.0,90,Baja
EST310,Educación Física,3,9.3,95,Alta
EST311,Matemáticas,1,5.4,75,Media
EST311,Lengua,1,6.9,77,Media
EST311,Ciencias,1,5.7,76,Baja
EST311,Historia,1,5.7,75,Media
EST311,Inglés,1,4.2,63,Media
EST311,Educación Física,1,4.3,62,Media
EST311,Matemáticas,2,5.3,82,Baja
EST311,Lengua,2,7.0,85,Alta
EST311,Ciencias,2,5.7,79,Media
EST311,Historia,2,5.0,60,Media
EST311,Inglés,2,5.5,89,Baja
EST311,Educación Física,2,6.0,88,Baja
EST311,Matemáticas,3,5.7,78,Baja
EST311,Lengua,3,6.6,90,Media
EST311,Ciencias,3,5.0,84,Media
EST311,Historia,3,4.4,80,Baja
EST311,Inglés,3,6.4,77,Media
EST311,Educación Física,3,4.6,62,Baja
EST312,Matemáticas,1,6.8,85,Media
EST312,Lengua,1,7.6,99,Media
EST312,Ciencias,1,6.1,78,Media
EST312,Historia,1,6.6,89,Media
EST312,Inglés,1,7.0,85,Baja
EST312,Educación Física,1,5.8,88,Baja
EST312,Matemáticas,2,7.0,93,Baja
EST312,Lengua,2,4.8,73,Alta
EST312,Ciencias,2,7.9,99,Media
EST312,Historia,2,7.5,86,Media
EST312,Inglés,2,5.6,75,Baja
EST312,Educación Física,2,6.3,85,Baja
EST312,Matemáticas,3,6.1,85,Alta
EST312,Lengua,3,6.3,79,Baja
EST312,Ciencias,3,5.6,89,Media
EST312,Historia,3,5.7,80,Baja
EST312,Inglés,3,6.5,76,Media
EST312,Educación Física,3,5.5,77,Baja
EST313,Matemáticas,1,7.7,92,Media
EST313,Lengua,1,6.8,79,Media
EST313,Ciencias,1,7.0,89,Media
EST313,Historia,1,7.6,99,Media
EST313,Inglés,1,6.1,85,Media
EST313,Educación Física,1,6.5,84,Media
EST313,Matemáticas,2,7.4,91,Media
EST313,Lengua,2,7.2,96,Media
EST313,Ciencias,2,7.9,90,Media
EST313,Historia,2,6.0,90,Media
EST313,Inglés,2,6.5,78,Baja
EST313,Educación Física,2,8.8,89,Alta
EST313,Matemáticas,3,7.1,99,Media
EST313,Lengua,3,6.6,78,Baja
EST313,Ciencias,3,5.3,90,Media
EST313,Historia,3,5.9,80,Alta
EST313,Inglés,3,5.4,85,Baja
EST313,Educación Física,3,8.8,98,Media
EST314,Matemáticas,1,5.4,89,Baja
EST314,Lengua,1,5.7,84,Media
EST314,Ciencias,1,4.8,71,Baja
EST314,Historia,1,4.4,68,Media
EST314,Inglés,1,5.3,87,Baja
EST314,Educación Física,1,6.5,90,Media
EST314,Matemáticas,2,5.2,86,Baja
EST314,Lengua,2,7.2,95,Media
EST314,Ciencias,2,5.2,76,Media
EST314,Historia,2,6.2,81,Media
EST314,Inglés,2,5.2,77,Baja
EST314,Educación Física,2,7.0,82,Media
EST314,Matemáticas,3,6.0,82,Baja
EST314,Lengua,3,6.0,89,Alta
EST314,Ciencias,3,5.2,82,Media
EST314,Historia,3,4.9,77,Media
EST314,Inglés,3,6.2,80,Media
EST314,Educación Física,3,6.6,76,Media
EST315,Matemáticas,1,7.9,97,Media
EST315,Lengua,1,7.4,98,Media
EST315,Ciencias,1,7.9,87,Media
EST315,Historia,1,8.7,92,Media
EST315,Inglés,1,6.7,84,Media
EST315,Educación Física,1,8.3,90,Alta
EST315,Matemáticas,2,7.0,78,Media
EST315,Lengua,2,8.4,85,Alta
EST315,Ciencias,2,7.3,85,Media
EST315,Historia,2,8.4,95,Alta
EST315,Inglés,2,8.0,88,Baja
EST315,Educación Física,2,8.4,87,Alta
EST315,Matemáticas,3,7.9,96,Media
EST315,Lengua,3,8.1,97,Alta
EST315,Ciencias,3,7.8,98,Media
EST315,Historia,3,7.6,99,Media
EST315,Inglés,3,7.4,98,Media
EST315,Educación Física,3,7.7,92,Media
EST316,Matemáticas,1,5.8,87,Baja
EST316,Lengua,1,6.0,82,Baja
EST316,Ciencias,1,4.5,66,Baja
EST316,Historia,1,5.9,90,Baja
EST316,Inglés,1,7.1,91,Media
EST316,Educación Física,1,7.3,94,Media
EST316,Matemáticas,2,6.0,87,Media
EST316,Lengua,2,6.8,81,Alta
EST316,Ciencias,2,7.1,98,Media
EST316,Historia,2,6.6,80,Media
EST316,Inglés,2,5.5,78,Baja
EST316,Educación Física,2,7.9,98,Media
EST316,Matemáticas,3,6.3,83,Media
EST316,Lengua,3,5.6,87,Baja
EST316,Ciencias,3,6.4,82,Alta
EST316,Historia,3,5.0,82,Baja
EST316,Inglés,3,5.1,82,Baja
EST316,Educación Física,3,5.0,71,Baja
EST317,Matemáticas,1,6.7,78,Media
EST317,Lengua,1,5.3,76,Media
EST317,Ciencias,1,6.1,83,Alta
EST317,Historia,1,6.5,79,Media
EST317,Inglés,1,5.2,80,Media
EST317,Educación Física,1,6.3,81,Alta
EST317,Matemáticas,2,5.1,87,Baja
EST317,Lengua,2,6.7,90,Media
EST317,Ciencias,2,4.9,76,Baja
EST317,Historia,2,5.4,90,Baja
EST317,Inglés,2,5.1,85,Media
EST317,Educación Física,2,7.6,88,Media
EST317,Matemáticas,3,4.4,70,Baja
EST317,Lengua,3,5.6,78,Baja
EST317,Ciencias,3,7.6,85,Media
EST317,Historia,3,7.1,95,Media
EST317,Inglés,3,6.3,78,Alta
EST317,Educación Física,3,6.7,86,Baja
EST318,Matemáticas,1,7.1,98,Alta
EST318,Lengua,1,8.0,98,Alta
EST318,Ciencias,1,6.6,81,Media
EST318,Historia,1,6.7,76,Media
EST318,Inglés,1,7.1,91,Media
EST318,Educación Física,1,6.7,77,Media
EST318,Matemáticas,2,6.9,80,Alta
EST318,Lengua,2,7.3,91,Media
EST318,Ciencias,2,6.3,85,Media
EST318,Historia,2,5.8,76,Media
EST318,Inglés,2,7.5,90,Media
EST318,Educación Física,2,7.9,96,Media
EST318,Matemáticas,3,6.4,82,Media
EST318,Lengua,3,8.1,88,Alta
EST318,Ciencias,3,7.4,89,Alta
EST318,Historia,3,6.3,85,Alta
EST318,Inglés,3,7.8,90,Media
EST318,Educación Física,3,8.3,87,Alta
EST319,Matemáticas,1,9.4,100,Media
EST319,Lengua,1,7.0,88,Baja
EST319,Ciencias,1,7.8,86,Alta
EST319,Historia,1,6.8,82,Media
EST319,Inglés,1,7.2,93,Media
EST319,Educación Física,1,9.1,97,Alta
EST319,Matemáticas,2,6.7,90,Media
EST319,Lengua,2,9.2,95,Media
EST319,Ciencias,2,7.1,94,Media
EST319,Historia,2,7.1,99,Alta
EST319,Inglés,2,7.1,90,Media
EST319,Educación Física,2,7.2,91,Media
EST319,Matemáticas,3,9.1,87,Alta
EST319,Lengua,3,6.8,90,Alta
EST319,Ciencias,3,8.6,88,Alta
EST319,Historia,3,7.4,94,Baja
EST319,Inglés,3,7.9,90,Media
EST319,Educación Física,3,9.0,93,Alta
EST320,Matemáticas,1,9.0,92,Media
EST320,Lengua,1,6.2,82,Alta
EST320,Ciencias,1,6.8,78,Baja
EST320,Historia,1,8.9,94,Alta
EST320,Inglés,1,7.4,93,Alta
EST320,Educación Física,1,8.2,85,Alta
EST320,Matemáticas,2,7.7,85,Media
EST320,Lengua,2,6.3,88,Media
EST320,Ciencias,2,9.1,98,Alta
EST320,Historia,2,8.8,98,Baja
EST320,Inglés,2,7.4,94,Media
EST320,Educación Física,2,7.4,87,Baja
EST320,Matemáticas,3,7.0,79,Media
EST320,Lengua,3,8.9,87,Alta
EST320,Ciencias,3,6.3,87,Baja
EST320,Historia,3,7.8,87,Alta
EST320,Inglés,3,6.6,80,Media
EST320,Educación Física,3,9.3,90,Alta
EST321,Matemáticas,1,6.5,87,Media
EST321,Lengua,1,6.4,88,Media
EST321,Ciencias,1,5.2,87,Alta
EST321,Historia,1,5.0,77,Baja
EST321,Inglés,1,5.6,75,Baja
EST321,Educación Física,1,5.6,84,Media
EST321,Matemáticas,2,6.2,87,Media
EST321,Lengua,2,4.7,66,Media
EST321,Ciencias,2,5.6,82,Baja
EST321,Historia,2,4.1,75,Media
EST321,Inglés,2,5.9,83,Baja
EST321,Educación Física,2,5.5,86,Baja
EST321,Matemáticas,3,4.9,72,Baja
EST321,Lengua,3,7.0,85,Media
EST321,Ciencias,3,5.9,75,Baja
EST321,Historia,3,6.8,86,Media
EST321,Inglés,3,7.2,85,Media
EST321,Educación Física,3,5.4,88,Media
EST322,Matemáticas,1,5.7,90,Baja
EST322,Lengua,1,6.1,89,Alta
EST322,Ciencias,1,7.6,95,Media
EST322,Historia,1,7.8,99,Media
EST322,Inglés,1,7.0,87,Media
EST322,Educación Física,1,9.5,98,Alta
EST322,Matemáticas,2,7.2,85,Media
EST322,Lengua,2,6.7,75,Baja
EST322,Ciencias,2,7.6,93,Media
EST322,Historia,2,8.0,87,Alta
EST322,Inglés,2,7.9,99,Alta
EST322,Educación Física,2,7.5,96,Media
EST322,Matemáticas,3,8.7,98,Baja
EST322,Lengua,3,7.7,97,Media
EST322,Ciencias,3,6.1,80,Media
EST322,Historia,3,7.2,96,Media
EST322,Inglés,3,6.8,75,Baja
EST322,Educación Física,3,9.4,93,Alta
EST323,Matemáticas,1,7.7,98,Baja
EST323,Lengua,1,6.7,82,Media
EST323,Ciencias,1,8.3,93,Baja
EST323,Historia,1,8.9,98,Alta
EST323,Inglés,1,7.6,95,Baja
EST323,Educación Física,1,7.8,86,Baja
EST323,Matemáticas,2,8.6,92,Alta
EST323,Lengua,2,7.9,100,Media
EST323,Ciencias,2,6.3,77,Media
EST323,Historia,2,9.0,92,Alta
EST323,Inglés,2,7.5,86,Media
EST323,Educación Física,2,9.3,96,Alta
EST323,Matemáticas,3,9.3,89,Alta
EST323,Lengua,3,8.5,95,Alta
EST323,Ciencias,3,8.0,94,Media
EST323,Historia,3,7.7,96,Alta
EST323,Inglés,3,7.8,97,Media
EST323,Educación Física,3,6.9,81,Media
EST324,Matemáticas,1,5.8,88,Media
EST324,Lengua,1,5.5,84,Media
EST324,Ciencias,1,4.5,72,Baja
EST324,Historia,1,6.5,82,Alta
EST324,Inglés,1,5.6,86,Baja
EST324,Educación Física,1,6.0,90,Media
EST324,Matemáticas,2,7.6,88,Baja
EST324,Lengua,2,5.8,86,Baja
EST324,Ciencias,2,6.3,79,Media
EST324,Historia,2,6.7,89,Media
EST324,Inglés,2,4.0,77,Baja
EST324,Educación Física,2,6.3,90,Media
EST324,Matemáticas,3,5.6,83,Baja
EST324,Lengua,3,4.9,69,Baja
EST324,Ciencias,3,6.2,81,Media
EST324,Historia,3,6.0,83,Baja
EST324,Inglés,3,7.2,100,Media
EST324,Educación Física,3,5.8,90,Media
EST325,Matemáticas,1,7.2,100,Media
EST325,Lengua,1,8.0,94,Media
EST325,Ciencias,1,6.3,90,Media
EST325,Historia,1,7.0,81,Alta
EST325,Inglés,1,6.9,76,Media
EST325,Educación Física,1,5.8,76,Baja
EST325,Matemáticas,2,5.7,82,Baja
EST325,Lengua,2,7.5,95,Media
EST325,Ciencias,2,7.3,98,Media
EST325,Historia,2,5.2,80,Baja
EST325,Inglés,2,7.4,86,Media
EST325,Educación Física,2,8.5,85,Media
EST325,Matemáticas,3,4.0,78,Baja
EST325,Lengua,3,6.4,82,Baja
EST325,Ciencias,3,6.6,88,Alta
EST325,Historia,3,5.8,87,Baja
EST325,Inglés,3,7.3,95,Media
EST325,Educación Física,3,7.8,99,Media
EST326,Matemáticas,1,4.6,69,Baja
EST326,Lengua,1,5.9,77,Baja
EST326,Ciencias,1,5.2,75,Media
EST326,Historia,1,6.2,88,Media
EST326,Inglés,1,6.0,79,Media
EST326,Educación Física,1,5.0,71,Baja
EST326,Matemáticas,2,4.8,71,Alta
EST326,Lengua,2,6.7,77,Media
EST326,Ciencias,2,5.4,80,Baja
EST326,Historia,2,6.0,88,Baja
EST326,Inglés,2,5.4,82,Baja
EST326,Educación Física,2,7.7,89,Alta
EST326,Matemáticas,3,6.3,87,Media
EST326,Lengua,3,6.2,84,Media
EST326,Ciencias,3,4.0,68,Baja
EST326,Historia,3,5.5,85,Media
EST326,Inglés,3,6.6,75,Alta
EST326,Educación Física,3,5.5,84,Media
EST327,Matemáticas,1,6.5,82,Media
EST327,Lengua,1,4.5,67,Baja
EST327,Ciencias,1,4.9,73,Baja
EST327,Historia,1,5.8,90,Baja
EST327,Inglés,1,5.8,86,Alta
EST327,Educación Física,1,7.0,85,Alta
EST327,Matemáticas,2,6.3,88,Media
EST327,Lengua,2,7.4,87,Media
EST327,Ciencias,2,7.4,96,Media
EST327,Historia,2,5.3,90,Baja
EST327,Inglés,2,6.6,76,Baja
EST327,Educación Física,2,5.5,77,Baja
EST327,Matemáticas,3,5.9,86,Baja
EST327,Lengua,3,5.8,78,Media
EST327,Ciencias,3,5.1,81,Baja
EST327,Historia,3,4.9,67,Media
EST327,Inglés,3,5.1,76,Baja
EST327,Educación Física,3,6.7,77,Baja
EST328,Matemáticas,1,7.4,90,Media
EST328,Lengua,1,6.5,86,Media
EST328,Ciencias,1,6.8,76,Baja
EST328,Historia,1,8.1,88,Alta
EST328,Inglés,1,7.5,94,Alta
EST328,Educación Física,1,8.1,97,Alta
EST328,Matemáticas,2,5.4,86,Media
EST328,Lengua,2,7.0,87,Media
EST328,Ciencias,2,6.7,75,Media
EST328,Historia,2,6.8,78,Baja
EST328,Inglés,2,7.2,94,Media
EST328,Educación Física,2,6.4,89,Media
EST328,Matemáticas,3,6.0,84,Media
EST328,Lengua,3,7.4,88,Media
EST328,Ciencias,3,7.2,89,Media
EST328,Historia,3,7.6,93,Media
EST328,Inglés,3,5.9,78,Alta
EST328,Educación Física,3,8.3,97,Baja
EST329,Matemáticas,1,6.6,79,Alta
EST329,Lengua,1,6.7,78,Media
EST329,Ciencias,1,7.5,89,Media
EST329,Historia,1,5.5,90,Media
EST329,Inglés,1,7.8,97,Baja
EST329,Educación Física,1,8.3,91,Alta
EST329,Matemáticas,2,7.4,85,Alta
EST329,Lengua,2,5.9,79,Baja
EST329,Ciencias,2,8.8,96,Alta
EST329,Historia,2,6.4,89,Alta
EST329,Inglés,2,6.9,89,Baja
EST329,Educación Física,2,7.6,95,Media
EST329,Matemáticas,3,7.5,99,Baja
EST329,Lengua,3,7.2,96,Alta
EST329,Ciencias,3,8.0,95,Alta
EST329,Historia,3,6.2,75,Media
EST329,Inglés,3,6.0,75,Baja
EST329,Educación Física,3,6.4,75,Alta
EST330,Matemáticas,1,8.4,96,Media
EST330,Lengua,1,8.0,93,Alta
EST330,Ciencias,1,7.4,95,Alta
EST330,Historia,1,6.6,83,Baja
EST330,Inglés,1,8.7,95,Alta
EST330,Educación Física,1,8.8,93,Alta
EST330,Matemáticas,2,5.8,86,Baja
EST330,Lengua,2,7.9,100,Media
EST330,Ciencias,2,6.4,86,Media
EST330,Historia,2,8.6,92,Alta
EST330,Inglés,2,8.2,89,Media
EST330,Educación Física,2,7.5,85,Baja
EST330,Matemáticas,3,9.0,97,Alta
EST330,Lengua,3,5.7,83,Baja
EST330,Ciencias,3,8.4,85,Alta
EST330,Historia,3,6.1,85,Alta
EST330,Inglés,3,7.6,95,Media
EST330,Educación Física,3,10.0,94,Alta
EST331,Matemáticas,1,6.9,76,Baja
EST331,Lengua,1,5.8,89,Media
EST331,Ciencias,1,6.2,88,Media
EST331,Historia,1,7.1,95,Media
EST331,Inglés,1,6.2,83,Baja
EST331,Educación Física,1,6.9,87,Baja
EST331,Matemáticas,2,6.9,85,Media
EST331,Lengua,2,5.4,80,Media
EST331,Ciencias,2,6.2,80,Media
EST331,Historia,2,5.4,75,Baja
EST331,Inglés,2,6.4,81,Alta
EST331,Educación Física,2,8.6,95,Alta
EST331,Matemáticas,3,6.5,90,Baja
EST331,Lengua,3,5.5,75,Baja
EST331,Ciencias,3,6.1,90,Baja
EST331,Historia,3,7.8,95,Baja
EST331,Inglés,3,7.0,91,Alta
EST331,Educación Física,3,7.9,96,Media
EST332,Matemáticas,1,5.5,90,Media
EST332,Lengua,1,5.4,83,Alta
EST332,Ciencias,1,5.5,87,Baja
EST332,Historia,1,5.3,80,Baja
EST332,Inglés,1,6.3,78,Media
EST332,Educación Física,1,7.3,98,Media
EST332,Matemáticas,2,4.4,70,Alta
EST332,Lengua,2,4.9,80,Baja
EST332,Ciencias,2,5.2,88,Media
EST332,Historia,2,5.2,76,Baja
EST332,Inglés,2,5.1,76,Baja
EST332,Educación Física,2,4.6,66,Baja
EST332,Matemáticas,3,4.6,80,Baja
EST332,Lengua,3,4.1,68,Media
EST332,Ciencias,3,5.6,81,Media
EST332,Historia,3,4.2,65,Baja
EST332,Inglés,3,6.5,83,Media
EST332,Educación Física,3,6.9,77,Baja
EST333,Matemáticas,1,9.1,91,Alta
EST333,Lengua,1,7.4,85,Alta
EST333,Ciencias,1,8.6,92,Alta
EST333,Historia,1,7.5,97,Media
EST333,Inglés,1,8.5,93,Alta
EST333,Educación Física,1,9.5,96,Alta
EST333,Matemáticas,2,6.1,88,Media
EST333,Lengua,2,8.2,97,Alta
EST333,Ciencias,2,8.1,91,Alta
EST333,Historia,2,8.7,94,Alta
EST333,Inglés,2,6.9,86,Media
EST333,Educación Física,2,8.5,89,Media
EST333,Matemáticas,3,9.6,96,Baja
EST333,Lengua,3,8.5,91,Alta
EST333,Ciencias,3,7.7,95,Media
EST333,Historia,3,6.5,80,Media
EST333,Inglés,3,7.8,97,Media
EST333,Educación Física,3,9.5,94,Media
EST334,Matemáticas,1,4.2,60,Baja
EST334,Lengua,1,6.3,77,Media
EST334,Ciencias,1,6.3,77,Media
EST334,Historia,1,4.6,62,Media
EST334,Inglés,1,6.6,84,Media
EST334,Educación Física,1,7.1,91,Media
EST334,Matemáticas,2,6.2,82,Media
EST334,Lengua,2,7.6,100,Media
EST334,Ciencias,2,5.6,76,Baja
EST334,Historia,2,7.5,94,Media
EST334,Inglés,2,6.4,84,Media
EST334,Educación Física,2,7.1,100,Media
EST334,Matemáticas,3,6.6,80,Baja
EST334,Lengua,3,5.6,83,Baja
EST334,Ciencias,3,7.6,92,Media
EST334,Historia,3,6.4,81,Media
EST334,Inglés,3,6.6,76,Alta
EST334,Educación Física,3,8.1,93,Alta
EST335,Matemáticas,1,8.8,93,Alta
EST335,Lengua,1,6.5,83,Media
EST335,Ciencias,1,8.9,99,Baja
EST335,Historia,1,9.5,93,Alta
EST335,Inglés,1,7.1,100,Media
EST335,Educación Física,1,7.5,95,Baja
EST335,Matemáticas,2,8.0,89,Alta
EST335,Lengua,2,8.8,96,Baja
EST335,Ciencias,2,9.2,96,Alta
EST335,Historia,2,8.3,100,Alta
EST335,Inglés,2,7.5,89,Media
EST335,Educación Física,2,8.7,93,Alta
EST335,Matemáticas,3,7.4,91,Media
EST335,Lengua,3,8.6,94,Alta
EST335,Ciencias,3,7.2,99,Media
EST335,Historia,3,7.7,100,Media
EST335,Inglés,3,8.5,92,Baja
EST335,Educación Física,3,6.8,86,Media
EST336,Matemáticas,1,7.6,91,Media
EST336,Lengua,1,6.3,87,Alta
EST336,Ciencias,1,7.0,88,Alta
EST336,Historia,1,7.9,85,Media
EST336,Inglés,1,7.1,97,Media
EST336,Educación Física,1,8.5,93,Alta
EST336,Matemáticas,2,5.5,85,Media
EST336,Lengua,2,6.5,79,Alta
