nombre_instalacion,direccion,ciudad,codigo_postal,telefono,horario_apertura,horario_cierre,capacidad_maxima,tipo_instalacion,fecha_inauguracion
CONEMAUGH VALLEY MEMORIAL HOSPITAL,49132 Tennessee Crossing,Simpang,,738-580-6044,6:23 AM,9:02 AM,4318,gimnasio,9/1/1952
"THE MCDOWELL HOSPITAL, INC.",294 Rusk Hill,Kumberg,8160,752-913-1194,4:46 AM,5:03 AM,1220,gimnasio,6/24/1913
ELECTRA HOSPITAL DISTRICT,05 Talisman Crossing,Zhujiang,,204-845-2103,9:33 PM,4:03 PM,5646,piscina,5/18/2022
SAN MATEO MEDICAL CENTER,61 Muir Drive,Chiconi,97670,833-399-7353,10:50 AM,6:59 AM,9064,campo deportivo,1/3/1915
MAPLE MILLENNIUM MEDICAL CENTER LLC,87 Dryden Lane,Mingoyo,,633-552-8095,2:08 PM,7:03 AM,3525,piscina,10/16/1932
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,7205 American Ash Hill,Santa Rosa,4618,610-166-9885,4:54 PM,12:07 PM,6065,gimnasio,6/5/2004
CANNON MEMORIAL HOSPITAL,53 Larry Place,Marseille,13219 CEDEX 02,702-594-0231,9:08 PM,6:43 PM,3075,campo deportivo,5/26/1917
AHS HOSPITAL CORP.,3 Miller Court,Mosetse,,310-847-1775,3:07 AM,2:19 AM,2565,gimnasio,7/28/1937
GREENE COUNTY MEDICAL CENTER,523 Lunder Way,Jami,,394-872-5518,12:13 AM,3:34 AM,3012,gimnasio,9/6/1965
SAMUEL MAHELONA MEMORIAL HOSPITAL,9438 Johnson Place,Heemstede,2104,857-160-8170,3:17 AM,8:27 PM,8557,campo deportivo,3/4/1924
REGIONAL WEST MEDICAL CENTER,54202 Vahlen Crossing,Babakansari,,891-426-3843,10:56 PM,5:09 PM,1153,gimnasio,12/8/1943
SYNAPSE MEDICAL CENTER LLC,,Pamplona/Iruña,31005,787-993-7694,11:21 AM,7:05 AM,,gimnasio,2/21/2007
LOYOLA UNIVERSITY HOSPITAL SYSTEM,24788 Roxbury Pass,Jirjā,,899-854-0920,8:39 AM,6:52 PM,6002,campo deportivo,10/20/2008
ABINGTON MEMORIAL HOSPITAL,8462 Nancy Point,Alepoú,,197-805-6182,1:45 PM,10:46 AM,5478,campo deportivo,11/12/1917
"PREFERRED HOSPITAL LEASING MULESHOE, INC.",66 Old Shore Trail,Genteng,,885-539-9040,11:00 PM,12:37 AM,1761,piscina,6/24/1987
MEMORIAL HOSPITAL,2668 Hayes Street,Jiaowei,,311-665-1943,3:25 AM,11:38 PM,7781,piscina,10/1/1982
WILLIAM BEAUMONT HOSPITAL,16972 6th Trail,Dapuchaihe,,677-437-5991,10:35 PM,6:06 AM,9958,piscina,12/18/1948
"GLENDIVE MEDICAL CENTER, INC",4 Green Ridge Court,Hondo Valle,11512,889-441-0693,9:22 AM,1:39 PM,2159,campo deportivo,10/6/1938
"JOHNS HOPKINS BAYVIEW MEDICAL CENTER, INC.",651 Nelson Lane,Norsborg,145 69,853-664-6899,5:27 PM,8:58 PM,2472,gimnasio,
"HARDEEVILLE HOSPITALISTS, LLC",1 Lighthouse Bay Center,Washington,20470,202-884-8564,2:50 AM,10:10 PM,,piscina,5/1/2017
SANITAS MEDICAL CENTER OF TENNESSEE PC,6 Beilfuss Avenue,San Miguel,8301,328-784-1278,7:56 PM,10:55 AM,,piscina,9/7/1960
COMMUNITY MEMORIAL HOSPITAL,73 Green Court,Giesteira,4950-830,823-766-3332,4:39 PM,2:46 PM,,campo deportivo,12/28/2017
CLINCH VALLEY MEDICAL CENTER INC.,1 Lakeland Street,Quinta,4600-652,694-899-5272,9:28 PM,8:05 AM,2904,gimnasio,5/18/1908
BRIGHAM AND WOMEN'S HOSPITAL,528 Mallory Alley,Novovoronezh,396340,181-718-0251,2:25 PM,6:42 PM,3597,campo deportivo,
"DOCTOR'S MEDICAL CENTER, LLC",1949 Kenwood Way,Soutocico,2420-031,596-250-3188,2:58 AM,4:20 AM,5445,campo deportivo,5/2/1919
"RICHLAND MEMORIAL HOSPITAL, INC",520 Shopko Junction,Ţayyibat al Imām,,833-856-4965,10:57 AM,2:38 PM,5195,campo deportivo,7/24/1962
LAGRANGE TROUP COUNTY HOSPITAL AUTHORITY,53 International Pass,Xamtay,,813-952-7687,5:40 PM,12:42 PM,2961,gimnasio,7/4/1979
LOWER VALLEY HOSPITAL ASSOCIATION,9 Forest Dale Center,Rawaglagah,,749-734-0460,11:24 PM,4:11 AM,1545,campo deportivo,11/7/1906
BALLINGER MEMORIAL HOSPITAL DISTRICT,2284 Northridge Avenue,Aix-en-Provence,13592 CEDEX 3,152-303-5999,7:06 AM,5:35 PM,1622,gimnasio,6/15/1938
"SOMA MEDICAL CENTER, PA",806 Warner Terrace,Junín,251227,842-826-0787,6:12 PM,3:05 AM,7787,gimnasio,10/21/1948
UT SOUTHWESTERN MEDICAL CENTER,839 Vidon Pass,Al Qūşīyah,,931-643-1937,1:53 AM,9:36 PM,2624,piscina,8/26/1929
SAN MATEO MEDICAL CENTER,780 Barby Parkway,Ailibugai,,689-232-6144,11:10 AM,7:17 AM,285,campo deportivo,4/23/1978
ARNOT OGDEN MEDICAL CENTER,26346 Dovetail Trail,Baziqiao,,210-194-1035,12:18 AM,9:32 AM,,gimnasio,2/27/1909
MAUI HEALTH SYSTEM A KAISER FOUNDATION HOSPITALS LLC,75 Shasta Avenue,Baikouquan,,986-419-2642,2:37 PM,6:46 PM,4462,piscina,11/6/1968
SCOTTSDALE HEALTHCARE HOSPITALS,76 Blaine Hill,Kaniów,26-050,368-577-2311,6:01 AM,7:01 AM,1862,piscina,11/26/1944
NEW SUNSHINE MEDICAL CENTER,3 Johnson Circle,Sofiyivka,,456-863-0081,12:23 PM,10:16 PM,2730,piscina,11/8/1968
NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER LLC,575 Alpine Way,Torres,95560-000,874-676-1774,12:45 AM,1:25 PM,485,piscina,2/5/1909
ISSELS MEDICAL CENTER,7906 Mitchell Court,Sandgerði,245,411-984-6030,2:34 AM,11:08 AM,3720,campo deportivo,10/22/1949
LENOX HILL HOSPITAL,99 Grayhawk Drive,Berendeyevo,152000,766-802-1111,2:53 PM,3:58 AM,31,gimnasio,12/1/1977
HOSPITAL AUTHORITY OF LIBERTY COUNTY,8884 Kennedy Point,Gaotang,,157-616-1753,12:09 PM,3:29 AM,1762,piscina,
DUBOIS REGIONAL MEDICAL CENTER - PENN HIGHLANDS FAMILY MED EMPORIUM,9 Packers Lane,Tauca,,736-219-1303,5:05 PM,7:27 AM,7961,piscina,1/13/1937
SANFORD MEDICAL CENTER,822 Carberry Alley,Mulyosari,,738-677-8543,11:58 PM,8:44 PM,65,piscina,9/24/1927
MT GRANT GENERAL HOSPITAL,12013 Melody Trail,Cô Tô,,718-464-2179,11:44 AM,3:04 PM,9064,gimnasio,12/17/1925
BANNER -- UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS INTERNAL MEDICINE,042 Union Pass,Pakis,,747-394-8678,9:43 AM,9:31 PM,7661,campo deportivo,6/18/1995
CASEY COUNTY HOSPITAL DISTRICT,405 Melrose Alley,Богданци,1488,597-815-6666,10:07 AM,4:01 AM,2314,campo deportivo,6/15/1903
"CORTLAND FAMILY MEDICAL CENTER, INC",58747 Harbort Park,Sukojember,,902-619-4442,4:40 PM,8:32 PM,7959,campo deportivo,3/23/1995
"ENHANCED HEALTH MEDICAL CENTER, LLC",327 Jackson Hill,Beigao,,398-406-6992,12:39 PM,8:31 PM,4177,piscina,4/19/1986
NEVADA HOSPITALISTS LTD,,Bedalewun,,162-124-8049,12:02 PM,10:31 AM,,campo deportivo,1/5/1963
"PARKWAY MEDICAL CENTER, LLC",,Bancar,,574-155-6233,2:15 PM,10:04 AM,,gimnasio,6/21/1936
MADIGAN ARMY MEDICAL CENTER,96 Waxwing Plaza,Morón,,147-406-9194,7:36 PM,12:19 AM,8325,gimnasio,2/16/1922
LEGACY SALMON CREEK HOSPITAL,31 Pierstorff Road,Khudāydād Khēl,,820-213-5470,8:41 AM,6:32 PM,747,campo deportivo,3/20/1943
"DANVILLE REGIONAL MEDICAL CENTER, LLC",5902 Farmco Crossing,Suvorov,301439,223-945-0528,4:52 PM,7:30 AM,7570,campo deportivo,10/20/1941
FEATHER RIVER HOSPITAL,332 Gerald Drive,Shebalino,649220,886-127-5198,3:31 PM,8:58 AM,2388,campo deportivo,2/1/2000
SWEDISHAMERICAN HOSPITAL,39492 Dennis Lane,Göteborg,403 13,484-409-2825,7:01 PM,3:09 PM,6593,campo deportivo,2/9/1955
THE UNIVERSITY OF VERMONT MEDICAL CENTER,023 Lighthouse Bay Circle,Bronx,10464,718-451-2363,12:45 AM,12:53 AM,2294,gimnasio,8/31/1925
DEQUINCY MEMORIAL HOSPITAL,3 Boyd Avenue,Salfīt,,260-850-0715,6:15 PM,2:59 PM,7206,gimnasio,10/5/1937
"SHELTON HOSPITALISTS GROUP, LLC",32067 Russell Trail,Caper,,520-408-9269,8:18 AM,8:56 AM,9384,gimnasio,12/18/1918
CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,32852 Carberry Point,Goianésia,76380-000,514-160-3338,10:24 PM,11:33 AM,1792,campo deportivo,5/28/1989
MARION REGIONAL MEDICAL CENTER,,Hexi,,719-786-0566,2:06 PM,3:04 PM,4721,gimnasio,3/31/1985
THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,8567 Onsgard Plaza,Krasnokholm,461360,331-241-1200,9:18 AM,9:23 PM,1339,campo deportivo,9/23/2004
WEST PALM BEACH VA MEDICAL CENTER,3 Maywood Pass,Taohua,,646-747-2338,2:07 AM,1:38 PM,5112,campo deportivo,3/9/1954
ADAIR COUNTY MEMORIAL HOSPITAL,3574 Grover Park,Yenangyaung,,585-602-1088,6:52 PM,4:11 PM,687,piscina,12/11/1984
HOSPITAL PHARMACY INC.,96365 Armistice Terrace,Zhujiachang,,760-348-2000,3:09 PM,12:17 PM,6723,gimnasio,4/17/1933
SOUTH POINTE HOSPITAL,5 Marcy Junction,Buenlag,2424,106-548-2044,3:27 AM,9:09 PM,5558,campo deportivo,1/14/2014
CUMBERLAND COUNTY HOSPITAL SYSTEM INC,43692 Drewry Road,Pasian,4311,286-800-5620,3:41 AM,9:03 AM,,piscina,8/18/1957
STAMFORD HOSPITAL,14 Chinook Street,Burhānuddin,4743,703-155-1845,9:55 PM,4:59 AM,8491,gimnasio,11/2/1966
RYDER MEMORIAL HOSPITAL INC,35528 Bay Lane,Tumbagaan,1114,259-718-4239,8:20 AM,2:47 PM,,campo deportivo,7/20/1903
"MERCY HOSPITAL, INC.",85 Green Trail,Béthune,62411 CEDEX,193-806-6226,3:13 AM,8:57 AM,,piscina,8/7/2017
HUMANITY MEDICAL CENTER LLC,86 Packers Avenue,Fuzhou,,733-792-9698,2:39 AM,4:03 PM,5270,piscina,9/6/1987
HOSPITALIST OF SOUTH SLORIDA INC,255 Lien Crossing,Catujal Velho,2680-423,428-377-0830,4:35 AM,8:57 AM,6430,gimnasio,11/23/1907
SPARTANBURG MEDICAL CENTER,9 Harper Pass,Centurion,0172,988-701-3944,9:36 AM,7:08 PM,7156,campo deportivo,9/11/1917
WAUKEGAN ILLINOIS HOSPITAL COMPANY LLC,22193 Becker Junction,Boluo,,939-175-9295,9:28 PM,2:36 PM,646,gimnasio,7/20/1917
MYMICHIGAN MEDICAL CENTER SAGINAW,7 Stone Corner Road,Liulimiao,,703-675-1391,11:51 AM,7:41 AM,7747,campo deportivo,3/10/1977
UNIVERSITY OF MARYLAND MEDICAL CENTER,20 Corry Street,Atyrá,,119-562-4048,2:29 AM,10:02 PM,3736,campo deportivo,3/4/1959
"CENTERPOINT HOSPITAL BASED PHYSICIANS, LLC",912 8th Lane,Belajen,,740-242-6036,2:37 PM,2:41 AM,2245,campo deportivo,4/27/1927
THE MILTON S. HERSHEY MEDICAL CENTER PHYSICIANS GROUP,62390 Norway Maple Park,Tulsīpur,,390-916-9064,2:06 PM,10:10 PM,544,gimnasio,11/24/1970
LATROBE AREA HOSPITAL INC,981 5th Crossing,El Tambo,,665-434-6097,7:52 PM,10:28 PM,4692,gimnasio,5/26/1938
ST. JOSEPHS HOSPITAL AND MEDICAL CENTER,607 Del Mar Pass,Chãos,4960-160,537-271-5984,2:58 AM,8:17 PM,2290,piscina,10/15/1930
KISSIMMEE MEDICAL CENTER PA,4 Bunker Hill Way,Xintian,,725-907-9385,8:10 AM,1:44 AM,9766,campo deportivo,10/24/1989
SIDNEY HILLMAN MEDICAL CENTER,6514 Donald Avenue,Huinca Renancó,6270,714-313-2418,6:43 PM,10:59 AM,2144,campo deportivo,5/8/2017
NORTHSIDE HOSPITAL CHEROKEE,637 Vermont Street,Greater Napanee,K7R,905-314-6341,4:33 PM,7:40 PM,8915,campo deportivo,1/24/1985
SILOAM SPRINGS MEMORIAL HOSPITAL,2 Service Avenue,Bularit,2302,459-452-3130,4:17 PM,7:44 AM,7260,campo deportivo,10/11/1999
"SOUTHLAND BAINBRIDGE HOSPITALIST GROUP, LLC",338 Kings Street,Shilong,,233-610-9533,5:46 PM,6:39 AM,1983,gimnasio,4/13/2011
VALLEY VIEW HOSPITAL ASSOCIATION,540 Bunker Hill Way,Dazhipo,,335-372-4647,7:55 PM,2:17 PM,1791,piscina,10/13/1905
"BON SECOURS-ST. MARY'S HOSPITAL OF RICHMOND, INC.",2 Golf Course Park,Labuhansumbawa,,294-127-4148,2:41 AM,6:03 PM,3110,piscina,12/9/1981
ROCKEFELLER UNIVERSITY HOSPITAL,49 Crowley Hill,Vessada,3810-609,685-929-9998,4:00 AM,2:03 PM,3113,campo deportivo,3/17/1944
MERCY HOSPITAL SPRINGFIELD,1479 Toban Point,Ninghai,,934-180-8663,7:59 AM,4:55 PM,5967,campo deportivo,8/7/1950
SLEEP CENTER AT DOCTORS HOSPITAL LLC,785 Bonner Avenue,Stockholm,103 16,156-717-1236,2:18 PM,8:17 PM,3664,piscina,1/28/1972
HOSPITAL SERVICE DISTRICT NO. 1 OF CALDWELL PARISH,19 Washington Circle,Haolibao,,879-411-1775,2:14 PM,11:55 AM,45,campo deportivo,4/2/1916
WOMACK ARMY MEDICAL CENTER,804 Oak Road,Djibouti,,752-247-8685,12:59 PM,4:11 AM,3645,piscina,6/5/1920
STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,71 Saint Paul Circle,Nueva Gorgona,,323-962-8664,7:13 PM,5:26 AM,6118,campo deportivo,5/26/1901
SHEFFIELD FAMILY MEDICAL CENTER S.C.,,Höllviken,236 41,329-268-6169,4:31 AM,5:45 PM,3911,piscina,
REGENERATIVE MEDICAL CENTER MANAGEMENT LLC,4 Blackbird Hill,Gandong,,756-474-9922,10:56 PM,11:34 PM,4899,gimnasio,2/21/1984
INNOVA HOSPITAL HOUSTON LP,1 Grasskamp Point,Pigí,,846-643-9879,3:18 PM,9:11 AM,2776,gimnasio,1/4/1925
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,48773 Gulseth Pass,Pinoma,3404,490-397-2101,12:18 AM,11:45 PM,2512,campo deportivo,4/16/1918
HILLSBORO MEDICAL CENTER AT NOKOMIS LAB,08 Annamark Crossing,Västerås,722 44,745-935-8329,9:49 AM,12:45 PM,989,gimnasio,4/7/1990
PUNXSUTAWNEY AREA HOSPITAL INC.,4 Reindahl Avenue,Guayatá,153047,431-988-4621,12:16 AM,12:49 AM,4088,piscina,8/20/2018
CHARTERCARE ROGER WILLIAMS MEDICAL CENTER,71 Almo Parkway,Sūq Şirwāḩ,,334-449-8329,10:53 AM,5:47 AM,6446,piscina,7/8/2011
HOSPITAL IMAGING CO INC,1453 Toban Hill,Estacion,3322,575-594-2411,3:10 AM,6:24 PM,1166,campo deportivo,7/5/1962
SSM CARDINAL GLENNON CHILDRENS HOSPITAL,6 Arapahoe Alley,Al Mijlad,,701-593-0720,6:03 AM,3:15 AM,4533,piscina,4/13/2012
"CONWAY REGIONAL MEDICAL CENTER, INC",0119 Moose Alley,Mostovskoy,352574,934-751-9982,12:25 AM,11:57 PM,6883,piscina,6/29/1917
VA HOSPITAL,920 Golden Leaf Alley,Thaton,,361-104-4773,11:04 PM,9:01 PM,2592,piscina,8/17/2016
GADSDEN REGIONAL MEDICAL CENTER LLC,5 Moland Street,Seattle,98195,206-575-6382,8:44 PM,4:50 PM,453,piscina,8/18/2009
CHILDREN'S HOSPITAL OF MICHIGAN,497 Redwing Place,Křižanov,789 01,206-635-5689,4:50 PM,6:44 PM,7676,gimnasio,4/13/1989
SUSAN B. ALLEN MEMORIAL HOSPITAL,2099 Bluejay Way,Goyang-si,,829-208-9086,10:43 PM,1:22 PM,,gimnasio,9/10/1981
DETROIT MEDICAL CENTER,48109 Burning Wood Drive,Pamplona,543058,452-897-2483,11:54 AM,11:02 PM,33,campo deportivo,7/7/1984
"HAYS MEDICAL CENTER, INC.",1811 Londonderry Lane,Sampaio,2970-137,903-916-4576,4:33 PM,4:56 PM,7141,piscina,3/28/2000
KAISER FOUNDATION HOSPITALS,348 Sunfield Pass,Wakema,,203-728-9065,3:22 AM,8:34 PM,9075,gimnasio,4/24/1989
"MEDICAL CENTER, INC.",3 Linden Park,Nagu,97580,530-189-7065,3:11 PM,5:16 PM,2004,piscina,3/31/1993
CARLE FOUNDATION HOSPITAL,0183 Drewry Park,Mañazo,,631-851-9143,9:22 AM,2:36 PM,1245,gimnasio,6/30/1987
ACESO MEDICAL CENTER PLLC,5848 Buell Way,Shali,366309,498-891-1682,8:00 AM,4:28 PM,9688,campo deportivo,4/2/1908
SOUTHERN PLAINS MEDICAL CENTER INC,647 Hudson Avenue,Göteborg,401 99,993-567-9071,5:27 AM,9:20 AM,7825,gimnasio,6/12/2020
MERCY HEALTH-MARCUM & WALLACE HOSPITAL LLC,8 Crownhardt Center,Waihi Beach,3642,416-293-6044,8:48 AM,10:05 PM,5958,gimnasio,
CAROLINAS MEDICAL CENTER-NORTHEAST,88 Washington Trail,Heqing,,483-397-1557,7:46 AM,3:25 PM,8524,gimnasio,5/10/1933
THE PRESBYTERIAN HOSPITAL,536 Onsgard Hill,Xinxu,,223-110-0947,3:21 AM,7:02 AM,1944,campo deportivo,6/22/1983
PARK HOSPITAL DISTRICT,769 Pearson Parkway,Tegalsari,,932-817-7804,10:54 PM,10:12 AM,834,campo deportivo,8/9/1999
NORTH BROWARD HOSPITAL DISTRICT,9957 Sullivan Circle,Karangasem,,404-760-7752,6:23 PM,11:20 PM,6221,gimnasio,11/13/1959
KINGS MEDICAL CENTER,76078 Lindbergh Place,Wanzu,,468-363-6600,5:54 PM,8:45 PM,6774,gimnasio,6/8/1969
"OKLAHOMA ER HOSPITAL, LLC",5 Granby Trail,Xiongbei,,276-678-2656,8:00 PM,5:10 AM,1909,piscina,8/5/1920
HOSPITAL DEVELOPMENT OF WEST PHOENIX INC,,Rikitea,,995-680-8222,5:31 AM,1:39 PM,8217,piscina,9/3/1971
FREEMAN NEOSHO HOSPITAL,5469 Arkansas Circle,Paseka,783 97,845-221-4118,12:17 PM,5:34 AM,7744,campo deportivo,1/27/1905
PULASKI MEMORIAL HOSPITAL,8 Superior Alley,Xuedian,,382-471-5063,9:10 AM,12:31 PM,5853,piscina,
NEW YORK CITY HEALTH AND HOSPITALS CORP,57147 Randy Court,Chiang Mai,50000,254-125-5606,2:54 PM,6:10 PM,8570,gimnasio,6/4/1991
HOSPITAL SERVICE DISTRICT NO 1 OF IBERIA PARISH,36901 Novick Junction,San Antonio,,283-419-8308,9:07 PM,12:20 PM,8996,piscina,6/3/1981
"PATRICK HOSPITAL, LLC",23 Barnett Parkway,Balingcanaway,1211,211-859-7797,9:55 PM,10:10 AM,6521,campo deportivo,
BOTSFORD GENERAL HOSPITAL,48 Becker Junction,Weizhou,,857-373-3492,1:21 AM,5:49 PM,9211,gimnasio,
"LAGS SPINE AND SPORTSCARE MEDICAL CENTERS, INC.",02 Dapin Street,Qaffīn,,237-264-6032,8:35 PM,1:06 AM,8394,gimnasio,11/6/2020
"AFFINITY MEDICAL CENTER, LLC",0 Holy Cross Avenue,Miłosław,62-320,535-781-1926,12:34 AM,9:09 AM,4607,campo deportivo,10/6/1937
ACN BAROMEDICAL CENTER,706 Eliot Place,Rondonópolis,78700-000,789-643-1333,10:01 PM,5:40 AM,126,piscina,
DOUGLAS COUNTY HOSPITAL,4425 Erie Circle,Pingdingshan,,903-501-1487,8:16 PM,4:12 PM,9365,piscina,5/6/1946
HARPER UNIVERSITY HOSPITAL,690 Mccormick Point,Jiangchang,,506-828-2514,10:13 AM,12:23 PM,9048,campo deportivo,7/14/1942
CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,470 Talisman Plaza,Shuangshipu,,960-332-8590,10:25 PM,5:02 AM,5241,campo deportivo,4/28/1941
MERRICK MEDICAL CENTER,8835 Mariners Cove Park,Munturkaju,,794-546-6070,11:55 PM,11:15 PM,9460,gimnasio,1/2/1914
LA VIDA MEDICAL CENTER,90561 Truax Park,Xinglongjie,,599-664-9847,2:49 PM,11:01 PM,544,piscina,9/18/2000
PINE RIDGE INDIAN HEALTH SERVICE HOSPITAL,5979 Golf Course Junction,Hongch’ŏn,,154-464-0858,8:25 AM,5:54 PM,7708,campo deportivo,5/8/1968
EDWARD W SPARROW HOSPITAL ASSOCIATION,4 Clove Lane,Belfast,BT2,204-632-0991,10:22 AM,11:32 AM,8963,piscina,7/6/1974
HARDY WILSON MEMORIAL HOSPITAL,02799 Carberry Junction,Luoxiong,,235-930-2397,11:18 PM,11:50 PM,4640,piscina,
BEST MEDICAL CENTER,238 Messerschmidt Trail,Quitilipi,3530,697-533-8705,6:40 AM,1:40 AM,9876,piscina,7/27/1917
BARTON COUNTY MEMORIAL HOSPITAL,691 Sauthoff Park,Paraíso,15825-000,465-745-8244,4:34 PM,5:05 AM,3004,piscina,7/10/1986
CLEMENT J ZABLOCKI VA MEDICAL CENTER,656 Northport Point,Al Hilāliyya,,440-131-0036,7:02 AM,7:15 PM,4282,campo deportivo,1/1/1987
EL CAMPO MEMORIAL HOSPITAL,1 Schlimgen Avenue,Jiangti,,775-299-4595,6:10 AM,8:53 AM,1148,piscina,3/29/1999
"MADERA MEDICAL CENTER, PC",5 Londonderry Lane,Jiahu,,764-831-9272,9:49 AM,6:44 AM,8730,piscina,7/28/1944
EDGERTON HOSPITAL AND HEALTH SERVICES,73 Macpherson Center,Pocpo,,523-117-9713,12:06 AM,3:15 AM,1986,piscina,4/8/1970
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,327 Lakewood Alley,Grzybowa Góra,27-215,307-980-3452,6:33 PM,7:35 AM,4768,gimnasio,3/7/2021
TEXAS COUNTY MEMORIAL HOSPITAL,727 Pierstorff Court,Fastovetskaya,352101,967-879-0744,9:21 PM,3:53 PM,2263,campo deportivo,1/31/2010
GIFFORD MEDICAL CENTER INC.,2 Di Loreto Alley,Berëza,446392,561-960-8664,7:12 AM,1:47 PM,2041,gimnasio,4/26/2006
MISSION HOSPITAL REGIONAL MEDICAL CENTER,72735 8th Lane,Donghe,,433-956-8141,12:15 AM,4:28 AM,780,campo deportivo,7/9/1998
"DESERT HOSPITALIST MEDICAL GROUP, INC",81523 Ridgeview Crossing,Barayong,4500,450-647-3645,2:37 AM,7:10 AM,4050,gimnasio,4/12/1934
COOK CHILDREN'S MEDICAL CENTER,886 Warbler Court,Little Rock,72204,501-979-1889,9:12 AM,9:11 PM,9824,campo deportivo,4/20/1926
"SOUTH MIAMI HOSPITAL, INC",126 Lawn Avenue,Tuymazy,452778,848-629-7916,7:41 AM,1:42 AM,774,piscina,10/31/1900
KINDRED HOSPITALS LIMITED PARTNERSHIP,,São Torcato,4800-349,273-221-8833,10:48 AM,10:45 PM,6072,campo deportivo,7/7/1965
PERRY COUNTY MEMORIAL HOSPITAL,41 Northland Junction,Zouila,,119-934-1807,5:21 PM,8:35 AM,4693,campo deportivo,7/5/1930
TRANSITIONAL CARE UNIT AT NAZARETH HOSPITAL,8 Montana Court,Lianhe,,937-922-1805,2:18 AM,12:46 PM,5193,gimnasio,2/18/2020
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,6777 Vidon Parkway,Deranitan,,949-407-4078,4:32 PM,10:29 AM,7984,piscina,7/20/2001
METHODIST MEDICAL CENTER OF ILLINOIS,35 Starling Lane,Xia Zanggor,,848-558-4947,5:29 PM,3:57 AM,7210,piscina,2/18/1993
NATIONAL NAVAL MEDICAL CENTER,08346 Goodland Pass,Kalwaria Zebrzydowska,34-130,341-183-3578,12:29 PM,10:06 PM,362,campo deportivo,2/4/1966
TITUS COUNTY HOSPITAL DISTRICT,88742 Buhler Drive,Banjarbaru,,994-605-7616,11:34 AM,3:56 PM,1638,gimnasio,11/2/1942
HANCOCK MEDICAL CENTER,2552 Kedzie Hill,Oibioin,,126-181-3905,6:13 PM,8:42 AM,4481,campo deportivo,4/24/1973
DELRAY HARBOR MEDICAL CENTER INC,,Kallar Kahār,48761,191-953-2524,9:36 PM,7:17 AM,3959,piscina,10/23/1972
MYMICHIGAN MEDICAL CENTER ALMA,438 Eliot Terrace,Pakembangan,,811-969-1089,5:10 AM,12:36 PM,7829,gimnasio,5/18/2003
TUFTS MEDICAL CENTER,32764 Stephen Parkway,Kunda,,132-500-4925,8:51 AM,5:56 AM,4400,campo deportivo,9/4/2006
"FAMILY MEDICAL CENTER OF MICHIGAN, INC",4863 Mccormick Hill,Canoinhas,89460-000,937-698-8480,12:05 PM,10:12 PM,2476,campo deportivo,4/3/1952
"CUMBERLAND FAMILY MEDICAL CENTER, INC.",33514 Commercial Plaza,Sollefteå,881 52,216-944-1428,6:48 AM,8:05 AM,5538,piscina,7/17/1948
"VICTORY MEDICAL CENTER LANDMARK, LP",96197 Shoshone Place,Ouyang,,301-775-7217,8:46 PM,8:11 AM,7881,campo deportivo,7/23/1946
"COMMUNITY HOSPITAL OF ANDALUSIA, INC.",191 Sauthoff Crossing,Nakhon Pathom,40140,722-968-0010,1:44 AM,11:14 AM,3963,gimnasio,1/2/1997
"MEMORIAL HERMANN REHABILITATION HOSPITAL KATY, LLC",11 Badeau Road,Paris 11,75522 CEDEX 11,203-589-6652,8:52 PM,11:56 PM,4602,campo deportivo,4/26/1954
RUSH UNIVERSITY MEDICAL CENTER,0938 Dovetail Drive,Si Satchanalai,64130,793-537-7745,11:46 PM,9:12 PM,9477,campo deportivo,8/3/1982
SWEDISHAMERICAN HOSPITAL,12035 7th Circle,Cibingbin,,147-105-8811,8:49 PM,7:38 PM,6100,piscina,5/1/1905
CUMBERLAND COUNTY HOSPITAL SYSTEM INC,95 Crescent Oaks Way,Pengchang,,993-695-5379,12:54 PM,5:59 AM,7697,campo deportivo,4/13/1972
"GOOD LISTENER MEDICAL CENTER, LLC",8509 Main Plaza,Dalkey,A96,119-234-4055,11:38 PM,10:49 AM,5399,campo deportivo,
PHOEBE PUTNEY MEMORIAL HOSPITAL INC,117 Nobel Street,Dzüyl,,554-691-2714,9:55 AM,2:53 PM,9462,campo deportivo,8/4/1988
METHODIST MCKINNEY HOSPITAL LLC,,Bellavista,,707-139-6648,9:31 PM,4:02 PM,3219,gimnasio,12/5/1949
MEDICAL CENTER DENTAL ASSOC,66 Anniversary Drive,Tagdanua,9320,336-118-3655,1:04 PM,3:14 PM,8061,gimnasio,10/3/1910
BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER INC,5735 Luster Park,Gongchang Zhen,,854-828-7449,5:01 PM,11:56 PM,646,campo deportivo,2/5/1904
